case_id,query,test_type,expected_intent,domain,difficulty,design_logic,tags,context,group_id,step
BASE-d7ac035a,眼睛干涩怎么缓解,BASE,健康咨询,general,2,驾驶疲劳咨询,['健康'],,,
BASE-811563d3,生成未来城市街景,BASE,生图,general,2,创意图像生成,['生图'],,,
BASE-6c860984,玩个数学题游戏,BASE,游戏,general,2,教育类游戏触发,['游戏'],,,
BASE-7d1fb4ab,你会唱什么歌,BASE,闲聊,general,2,娱乐功能探索,['闲聊'],,,
BASE-8058796c,方向盘加热打开,BASE,车控,general,2,冬季用车场景,['车控'],,,
BASE-ee530c89,续航还剩多少,BASE,用车问题,general,2,里程焦虑场景,['用车'],,,
BASE-7e8c3c50,长途驾驶怎么防困,BASE,健康咨询,general,2,驾驶安全咨询,['健康'],,,
BASE-2025e0c5,生成星空银河图片,BASE,生图,general,2,艺术类图像需求,['生图'],,,
BASE-e75a80e1,来个脑筋急转弯,BASE,游戏,general,2,快速互动游戏,['游戏'],,,
BASE-e4c4dbbd,你多大了,BASE,闲聊,general,2,AI身份认知测试,['闲聊'],,,
BASE-95c920e9,车窗留条缝通风,BASE,车控,general,2,特殊通风需求,['车控'],,,
BASE-dc98fe8b,自动泊车怎么用,BASE,用车问题,general,2,智能功能咨询,['用车'],,,
BASE-73c29618,路上犯困怎么办,BASE,健康咨询,general,2,紧急情况处理,['健康'],,,
BASE-7f623940,画个卡通版的我,BASE,生图,general,2,个性化图像生成,['生图'],,,
BASE-480399c0,玩词语接龙,BASE,游戏,general,2,语言类游戏变体,['游戏'],,,
BASE-0e735739,推荐首适合开车的歌,BASE,闲聊,general,2,音乐推荐场景,['闲聊'],,,
BASE-06ad2ef0,空调对着脸吹难受,BASE,车控,general,2,精细化空调控制,['车控'],,,
BASE-95b759aa,胎压是不是正常,BASE,用车问题,general,2,状态查询口语变体,['用车'],,,
BASE-2cf05f24,最近有点失眠该咋办,BASE,健康咨询,general,2,生活健康咨询,['健康'],,,
SYN-6c93c017,把空调温度调高一点,SYN,adjust_ac,general,2,基本指令的祈使句表达,['车控'],,,
SYN-2c93308f,温度能不能往上调两度,SYN,adjust_ac,general,2,使用疑问句式表达相同需求,['车控'],,,
SYN-326496d9,太冷啦温度再加两度,SYN,adjust_ac,general,2,口语化抱怨+指令组合,['车控'],,,
SYN-473e1ddf,帮我开个车窗行吗,SYN,open_window,general,2,礼貌请求句式,['车控'],,,
SYN-926e35f7,副驾车窗降下来,SYN,open_window,general,2,明确指定位置的对象,['车控'],,,
SYN-4798b7a3,后排左边窗户开条缝,SYN,open_window,general,2,精确位置描述+量词使用,['车控'],,,
SYN-df2d3051,检查下胎压正常吗,SYN,car_check,general,2,疑问句式检测需求,['车况'],,,
SYN-5c885eea,胎压有没有问题,SYN,car_check,general,2,口语化简略表达,['车况'],,,
SYN-193ff190,帮我看看油还能跑多少,SYN,fuel_check,general,2,生活化场景表达,['车况'],,,
SYN-4b3001c1,剩余续航里程显示下,SYN,fuel_check,general,2,专业术语转换,['车况'],,,
SYN-170dd845,今天心跳有点快咋回事,SYN,health_consult,general,2,方言口语化表达,['健康'],,,
SYN-50a2cd2d,最近老犯困要检查啥,SYN,health_consult,general,2,模糊症状描述,['健康'],,,
SYN-d0b0e553,生成个宇宙星空的图片,SYN,generate_image,general,2,明确主题需求,['生图'],,,
SYN-d9cc4b70,给我画个海边落日场景,SYN,generate_image,general,2,场景化描述指令,['生图'],,,
SYN-0ed30d5d,有啥好玩的益智游戏,SYN,game_recommend,general,2,模糊需求询问,['游戏'],,,
SYN-4bb3187b,推荐个能联机的游戏,SYN,game_recommend,general,2,特定功能需求,['游戏'],,,
SYN-88760770,雨刮器速度调快些,SYN,wiper_control,general,2,精确控制指令,['车控'],,,
SYN-3116ea89,雨刷能不能再快点,SYN,wiper_control,general,2,疑问句式控制指令,['车控'],,,
SYN-05f124ff,导航去最近加油站,SYN,navigation,general,2,简洁导航指令,['导航'],,,
SYN-5f448435,找找附近的充电桩,SYN,navigation,general,2,同义设备查询,['导航'],,,
SYN-6b049cb1,座椅加热开三档,SYN,seat_control,general,2,精确档位控制,['车控'],,,
SYN-cdffed5e,主驾座椅通风打开,SYN,seat_control,general,2,明确功能位置,['车控'],,,
SYN-3e7bb177,播放周杰伦的歌,SYN,entertainment,general,2,简单媒体播放指令,['娱乐'],,,
SYN-01c42f77,来点轻音乐放松下,SYN,entertainment,general,2,场景化音乐需求,['娱乐'],,,
SYN-f094c51c,空气质量怎么样,SYN,air_quality,general,2,模糊环境检测,['车况'],,,
SYN-33084a29,讲讲今天的新闻,SYN,chat,general,2,开放式闲聊请求,['闲聊'],,,
SYN-0bb40c53,说个冷笑话听听,SYN,chat,general,2,特定内容需求,['闲聊'],,,
SYN-f4f9d562,大灯自动模式打开,SYN,light_control,general,2,完整功能指令,['车控'],,,
SYN-1b7aa7da,远光灯帮我调成自动,SYN,light_control,general,2,倒装句式指令,['车控'],,,
SYN-8ca9edd5,续航还剩多少公里,SYN,fuel_check,general,2,简化专业术语询问,['车况'],,,
SYN-440effdd,发动机故障灯亮了咋办,SYN,car_check,general,2,紧急情况描述,['车况'],,,
SYN-69db58ad,方向盘加热打开了没,SYN,seat_control,general,2,状态确认询问,['车控'],,,
SYN-2da4ac6e,车内温度显示下,SYN,air_quality,general,2,精简状态查询,['车况'],,,
SYN-65283704,空调滤芯要换了吗,SYN,car_check,general,2,保养相关询问,['车况'],,,
SYN-8a6a52d6,最近急刹会不会太多,SYN,driving_habit,general,2,驾驶行为分析,['车况'],,,
SYN-5d5ae5bb,生成卡通风格的城堡,SYN,generate_image,general,2,添加风格限定词,['生图'],,,
SYN-4de0bed2,画个未来城市夜景,SYN,generate_image,general,2,时空限定场景生成,['生图'],,,
NOISE-02c5b16b,呃，帮我打开车窗吧有点闷,NOISE,车控,general,2,句首加入犹豫词'呃'，句尾补充无关语气词'吧',['车窗控制'],,,
NOISE-de7ae58e,然后导航到最近加油站，快没油了,NOISE,导航,general,2,句首用'然后'衔接前文，后半句补充需求说明,['路径规划'],,,
NOISE-8a9f40d6,空调温度调低两度然后,NOISE,车控,general,2,句尾保留未说完的'然后'形成话痨感,['空调控制'],,,
NOISE-54bf13eb,那个我想查一下胎压正常吗,NOISE,车况查询,general,2,句首加入'那个'作为口头禅,['胎压监测'],,,
NOISE-103409ba,播放周杰伦的歌嘛随便哪首都行,NOISE,娱乐,general,2,句中插入'嘛'表语气，后半句补充模糊需求,['音乐播放'],,,
NOISE-4bbc484f,座椅加热打开下啦谢谢,NOISE,车控,general,2,'下啦'混合语气词与倒装结构,['座椅控制'],,,
NOISE-54c5e964,现在油量还能跑多少公里呃,NOISE,车况查询,general,2,句尾加入迟疑词'呃'模拟思考,['续航里程'],,,
NOISE-6d2ac42a,然后然后打开天窗通风,NOISE,车控,general,2,重复'然后'表现组织语言过程,['天窗控制'],,,
NOISE-1e7e45ef,帮我生成一张海边日出图嘛,NOISE,生图,general,2,句尾加'嘛'软化语气,['图像生成'],,,
NOISE-0edca957,今天紫外线强不啦需要防晒吗,NOISE,健康咨询,general,2,'不啦'混合否定与语气词,['紫外线查询'],,,
NOISE-6b2788b1,空气净化器是不是该换滤芯了呀,NOISE,用车问题,general,2,'是不是'和'呀'构成双重语气修饰,['滤芯更换'],,,
NOISE-6aac24e0,导航去公司然后避开拥堵,NOISE,导航,general,2,'然后'衔接两个关联操作,['路线规划'],,,
NOISE-6a86b81b,胎压监测显示异常怎么回事,NOISE,车况查询,general,2,口语化'怎么回事'替代标准问法,['故障提示'],,,
NOISE-4a4c1281,呃，现在的室外温度是多少度,NOISE,车况查询,general,2,句首单字犹豫词'呃',['环境感知'],,,
NOISE-f7f88ec4,打开座椅按摩功能呗,NOISE,车控,general,2,'呗'体现商量语气,['座椅功能'],,,
NOISE-0ed9937e,然后然后然后播放财经新闻,NOISE,娱乐,general,2,三次重复'然后'强化口语卡顿感,['新闻播报'],,,
NOISE-5dff6cee,空气质量差要不要开内循环,NOISE,用车问题,general,2,'要不要'构成选择疑问句式,['空调模式'],,,
NOISE-8dddd971,帮我记录一下明天保养预约,NOISE,用车问题,general,2,'一下'作为口语冗余词,['保养提醒'],,,
NOISE-60084fd8,现在心率有点快正常吗,NOISE,健康咨询,general,2,前半句陈述+后半句疑问构成混合句式,['健康监测'],,,
NOISE-65de912d,然后打开自动驾驶模式,NOISE,驾驶辅助,general,2,'然后'作为无意义衔接词,['辅助驾驶'],,,
NOISE-1c227fd4,雨刷器速度调快些呗,NOISE,车控,general,2,'些呗'组合语气修饰词,['雨刷控制'],,,
NOISE-6647dd47,查查附近的充电桩然后,NOISE,导航,general,2,句尾保留未说完的'然后',['充电站查询'],,,
NOISE-1a51ae0c,车内PM2.5数值高吗现在,NOISE,车况查询,general,2,'现在'后置构成倒装句式,['空气质量'],,,
NOISE-9634bdb8,那个，打开方向盘加热,NOISE,车控,general,2,句首插入'那个'表迟疑,['方向盘控制'],,,
NOISE-7ae37aa0,剩余油量还能开多久呃,NOISE,车况查询,general,2,句尾'呃'模拟思考语气,['续航预估'],,,
NOISE-175bf9a7,播放郭德纲相声随便哪个,NOISE,娱乐,general,2,'随便哪个'构成模糊指令,['内容播放'],,,
NOISE-4e59992b,然后关闭所有车窗包括天窗,NOISE,车控,general,2,'然后'作为伪上下文衔接词,['全车闭窗'],,,
NOISE-739a734b,记录一下这个位置叫老地方,NOISE,导航,general,2,'一下'作为口语冗余词,['位置标记'],,,
NOISE-0da72977,今天适合户外运动吗空气质量,NOISE,健康咨询,general,2,后半句截断形成话未说完感,['运动建议'],,,
NOISE-321c44f6,打开远光灯然后切换回来,NOISE,车控,general,2,'然后'连接两个对立操作,['灯光控制'],,,
NOISE-88ac4051,胎压是不是有点低啊右边后轮,NOISE,车况查询,general,2,'啊'作为语气词插入句中,['胎压检测'],,,
NOISE-a9b1ae25,导航去机场要走高速吗,NOISE,导航,general,2,疑问句'吗'构成模糊需求,['路线选择'],,,
NOISE-e0939638,然后打开儿童锁功能,NOISE,车控,general,2,'然后'作为无意义开头词,['安全设置'],,,
NOISE-45793765,播放白噪音什么的助眠,NOISE,娱乐,general,2,'什么的'作为模糊指代,['助眠音频'],,,
NOISE-379702b5,空气悬挂升高点过减速带,NOISE,车控,general,2,后半句补充操作原因,['悬挂调节'],,,
NOISE-11e41ca7,帮我生成星空图要梵高风格的,NOISE,生图,general,2,'要'替代'需要'更口语化,['风格指定'],,,
NOISE-62727fcc,然后调低空调温度两度,NOISE,车控,general,2,'然后'作为伪上下文衔接,['温度调节'],,,
SLANG-a73ca2ca,哥们儿来点提神醒脑的音乐呗,SLANG,音乐播放,general,2,使用'哥们儿'俚语+语气词'呗'请求音乐,['车控'],,,
SLANG-0be8fc9b,这破导航声儿能小点儿不,SLANG,导航设置,general,2,'破'俚语表达情绪+儿化音口语化,['车控'],,,
SLANG-6c07e8d1,空调给爷整凉快点儿,SLANG,空调控制,general,2,'爷'自称俚语+'整'口语动词,['车控'],,,
SLANG-7b8130ac,老铁今天适合洗车不,SLANG,用车建议,general,2,'老铁'网络俚语+口语化提问,['用车'],,,
SLANG-4652368a,艾玛困成狗了咋整,SLANG,健康提醒,general,2,'艾玛'东北方言+俚语'困成狗',['健康'],,,
SLANG-89743e2a,座椅加热能整热点不,SLANG,座椅控制,general,2,'整'替换标准动词+儿化音结尾,['车控'],,,
SLANG-f99a93f6,这胎压是不是瘪犊子了,SLANG,胎压监测,general,2,东北俚语'瘪犊子'描述异常,['用车'],,,
SLANG-ebe93408,整张赛博朋克壁纸瞅瞅,SLANG,生图功能,general,2,'整张'口语动词+俚语'瞅瞅',['生图'],,,
SLANG-13e43e48,憋不住了最近的茅房在哪儿,SLANG,周边搜索,general,2,俚语'茅房'+口语化'憋不住了',['用车'],,,
SLANG-d7df2762,这油耗赶上喝油了咋回事,SLANG,油耗分析,general,2,夸张俚语'喝油'+反问语气,['用车'],,,
SLANG-b9eb97e8,整个冷笑话乐呵乐呵,SLANG,讲笑话,general,2,'整个'口语动词+叠词'乐呵乐呵',['闲聊'],,,
SLANG-16fd68cb,车窗留条缝儿透透气,SLANG,车窗控制,general,2,儿化音'缝儿'+生活化场景,['车控'],,,
SLANG-6a4d8020,这破车机又卡成PPT了,SLANG,系统优化,general,2,俚语比喻'卡成PPT'+'破'情绪词,['车控'],,,
SLANG-6b1d494c,整活！给爷整个二次元妹子,SLANG,生图功能,general,2,网络用语'整活'+自称'爷'强调需求,['生图'],,,
SLANG-50c1e1f6,哥们儿嗓子冒烟了整点水,SLANG,周边搜索,general,2,俚语'嗓子冒烟'+'整点'口语动词,['用车'],,,
SLANG-1c374e54,这方向盘冻手咋整啊,SLANG,方向盘加热,general,2,东北方言'冻手'+'咋整'口语化,['车控'],,,
SLANG-3b86ad7f,整个带劲的DJ燥起来,SLANG,音乐播放,general,2,'带劲'俚语+动词'燥起来',['车控'],,,
SLANG-2fe5b3a4,胎压报警是不是扎钉子了,SLANG,胎压监测,general,2,生活化表达'扎钉子'替代专业术语,['用车'],,,
SLANG-7922a9ca,整点提神的不然要睡过去了,SLANG,健康提醒,general,2,'整点'口语化+场景化描述,['健康'],,,
SLANG-8585691f,这雨刮器抽风了咋回事,SLANG,雨刮控制,general,2,俚语'抽风'形容设备异常,['车控'],,,
SLANG-c15a49ef,整个成语接龙消磨时间,SLANG,小游戏,general,2,'整个'口语动词+明确游戏类型,['游戏'],,,
SLANG-09eb2cb8,这导航导的啥玩意儿啊,SLANG,导航反馈,general,2,'啥玩意儿'俚语表达不满情绪,['车控'],,,
SLANG-15af796c,整个星空顶效果浪漫点儿,SLANG,氛围灯控制,general,2,'整个'口语动词+场景化形容词,['车控'],,,
SLANG-c3003964,座椅按摩给整得劲儿点儿,SLANG,座椅控制,general,2,东北方言'得劲儿'+'整'动词,['车控'],,,
SLANG-e5735a0f,胎压是不是该打点儿气了,SLANG,胎压监测,general,2,'打气'生活化表达+儿化音,['用车'],,,
SLANG-b63763c1,整个冷笑话冻死爷了,SLANG,讲笑话,general,2,双关语'冻死'+自称'爷',['闲聊'],,,
SLANG-af0a817b,这油耗高得离谱咋回事,SLANG,油耗分析,general,2,'离谱'俚语+疑问语气,['用车'],,,
SLANG-0877d021,空调吹得脑壳疼调小点儿,SLANG,空调控制,general,2,方言'脑壳疼'+儿化音结尾,['车控'],,,
SLANG-f6b80e0b,整个鬼故事刺激下,SLANG,讲故事,general,2,'整个'口语动词+俚语'刺激下',['闲聊'],,,
SLANG-c7a0d9aa,这车灯照得跟萤火虫似的,SLANG,车灯控制,general,2,比喻俚语+生活化对比,['车控'],,,
SLANG-b9c0993a,整个摇滚乐炸个街,SLANG,音乐播放,general,2,'炸街'网络俚语明确场景,['车控'],,,
SLANG-fd98a525,这方向盘咋这么较劲呢,SLANG,方向盘反馈,general,2,'较劲'俚语描述操控感受,['车控'],,,
SLANG-585c5ebe,整个脑筋急转弯玩玩,SLANG,小游戏,general,2,'整个'口语动词+明确游戏类型,['游戏'],,,
SLANG-474b2bcb,雨刮器快板模式开启,SLANG,雨刮控制,general,2,'快板'俚语形容雨刮速度,['车控'],,,
SLANG-d22dfac0,这车内味儿有点上头啊,SLANG,空气净化,general,2,网络用语'上头'+儿化音,['车控'],,,
SLANG-7e2a89f3,整个末日生存攻略听听,SLANG,讲故事,general,2,'整个'口语动词+特定内容需求,['闲聊'],,,
SLANG-125be49d,胎压报警是不是要跪了,SLANG,胎压监测,general,2,'要跪了'网络俚语表达紧急状态,['用车'],,,
DIALECT-882c503e,把空调调低点儿嘛热得慌,DIALECT,车控,general,2,测试四川方言'点儿嘛'及自然抱怨语气,['温度调节'],,,
DIALECT-5db9c82d,导航到最近嘞充电站要快些,DIALECT,导航,general,2,贵州方言'嘞'替代'的'，测试地点识别,['充电设施'],,,
DIALECT-50fbdb45,座椅加热给开开呗冻脚了,DIALECT,车控,general,2,东北口语'开开呗'+生活化描述,['座椅控制'],,,
DIALECT-5fb9e10b,今儿个限行尾号是多少来着,DIALECT,用车问题,general,2,北京话'今儿个'时间表达测试,['交规查询'],,,
DIALECT-340c29ca,后视镜咋个自动折叠哦,DIALECT,车控,general,2,四川话'咋个'替代'怎么',['设备操作'],,,
DIALECT-79948bc4,给整点儿提神醒脑的音乐,DIALECT,娱乐,general,2,东北方言'整'替代'播放',['音乐控制'],,,
DIALECT-54d151b6,胎压正常不帮我瞅瞅呗,DIALECT,车况查询,general,2,山东方言'瞅瞅'+疑问尾缀,['车况检测'],,,
DIALECT-f2d222ee,昨儿油耗统计准不准呐,DIALECT,用车问题,general,2,北京话'昨儿'时间表达测试,['数据统计'],,,
DIALECT-b5708d33,后排阅读灯咋关噻,DIALECT,车控,general,2,重庆话'噻'作为疑问助词,['灯光控制'],,,
DIALECT-418f4264,这附近哪儿能洗车划算的,DIALECT,导航,general,2,江浙方言'划算'替代'便宜',['服务查询'],,,
DIALECT-0020c715,帮我生成个雪山风景图,DIALECT,生图,general,2,测试'个'量词方言用法,['图像生成'],,,
DIALECT-9dde0614,讲故事要带四川麻辣味儿,DIALECT,娱乐,general,2,特色方言描述'麻辣味儿',['内容风格'],,,
DIALECT-1a357212,雨刮器速度整快点儿嘛,DIALECT,车控,general,2,川渝方言'整'+催促语气,['设备调节'],,,
DIALECT-0b507fd3,最近有啥子优惠活动没得,DIALECT,用车问题,general,2,川话'啥子'+'没得'疑问式,['促销信息'],,,
DIALECT-9b363060,空气净化给力不这功能,DIALECT,车况查询,general,2,北方口语'给力不'前置询问,['设备状态'],,,
DIALECT-d2388c9a,记着提醒我加油还剩五十公里,DIALECT,提醒,general,2,山东方言'记着'替代'记住',['燃油提醒'],,,
DIALECT-29c46428,打开天窗透透气要得,DIALECT,车控,general,2,川渝方言'要得'表确认,['开合控制'],,,
DIALECT-7b2aeddb,今儿适合露天洗车不,DIALECT,用车建议,general,2,北京话'今儿'时间表达测试,['天气关联'],,,
DIALECT-cb06a2e1,方向盘加热咋开捏,DIALECT,车控,general,2,河北方言'捏'作疑问助词,['设备操作'],,,
DIALECT-c39722ec,导航去公司走快速路得行不,DIALECT,导航,general,2,川话'得行不'替代'可以吗',['路径规划'],,,
DIALECT-6c8dd1f5,放首带劲的歌提提神,DIALECT,娱乐,general,2,北方方言'带劲'形容音乐,['音乐风格'],,,
DIALECT-c82dfb8f,胎压是不是有点低了啊,DIALECT,车况查询,general,2,山东方言'是不是'前置疑问,['预警检测'],,,
DIALECT-83f168ac,空调吹脸模式整成吹脚,DIALECT,车控,general,2,东北方言'整成'替代'改为',['模式切换'],,,
DIALECT-d0e2a109,附近哪儿修车靠谱的,DIALECT,导航,general,2,江浙方言'靠谱'替代'可靠',['服务查询'],,,
DIALECT-c2a07046,生成个卡通版长城图像,DIALECT,生图,general,2,方言'个'量词用法测试,['地标生成'],,,
DIALECT-3aec902a,昨儿跑高速油耗咋样,DIALECT,用车问题,general,2,北方方言'咋样'替代'如何',['数据统计'],,,
DIALECT-d32b00c6,座椅按摩力度再大丁点儿,DIALECT,车控,general,2,西南方言'丁点儿'表轻微程度,['力度调节'],,,
DIALECT-24800f76,空气滤芯该换不该换呐,DIALECT,健康咨询,general,2,河南方言重复结构表疑问,['保养提醒'],,,
DIALECT-f9fad311,打开所有车门锁,DIALECT,车控,general,2,测试'所有'的方言理解,['开锁控制'],,,
DIALECT-16134f74,讲个天津味的相声,DIALECT,娱乐,general,2,地域特色内容请求,['方言表演'],,,
DIALECT-93751648,车里头空气咋个换新哦,DIALECT,车控,general,2,四川话'咋个'疑问词测试,['空气循环'],,,
DIALECT-0f4f2ea6,附近充电桩有空位没,DIALECT,导航,general,2,北方方言'没'替代'吗'疑问,['充电查询'],,,
DIALECT-e5c56133,生成张带熊猫的山水画,DIALECT,生图,general,2,方言'张'量词用法测试,['元素组合'],,,
DIALECT-51b7877b,这个月违章记录查哈,DIALECT,用车问题,general,2,湖北方言'查哈'替代'查看',['违章查询'],,,
DIALECT-9aa6ee4f,后备箱关严实了没得,DIALECT,车控,general,2,川话'没得'替代'没有'疑问,['状态确认'],,,
DIALECT-da7bc339,胎压监测准不准撒,DIALECT,车况查询,general,2,湖北方言'撒'疑问助词,['设备精度'],,,
DIALECT-33980264,空调温度再降两度行不,DIALECT,车控,general,2,北方方言'行不'替代'好吗',['温度调节'],,,
TYPO-fcb05f23,打开左前窗戶,TYPO,车控,general,2,'窗'字多写'戶'字部件,['部件冗余'],,,
TYPO-13bb6b84,帮我挑到23度,TYPO,车控,general,2,'调'错写同音字'挑',['同音替代'],,,
TYPO-9fefddec,切换运动模试,TYPO,车控,general,2,'式'错写为形近字'试',['形近混淆'],,,
TYPO-9dbbd51b,座椅通疯怎么样,TYPO,车控,general,2,'通风'错写为'通疯',['同音错字'],,,
TYPO-d663c80a,油量还能跑多九,TYPO,用车问题,general,2,'久'替代'久'发音相近,['发音替代'],,,
TYPO-e87aa218,胎压监侧正常么,TYPO,用车问题,general,2,'检测'错写成'监侧',['形近错字'],,,
TYPO-ec04648a,下个保养是什模时候,TYPO,用车问题,general,2,'么'错写成'模'同音字,['同音替代'],,,
TYPO-44550915,生成只柯基犬图,TYPO,生图,general,2,'柯基犬'多写量词'只',['冗余量词'],,,
TYPO-32eaeeb1,画个太空戰舰,TYPO,生图,general,2,'战'错用繁体字'戰',['繁简混用'],,,
TYPO-9c042fa4,来张森里晨曦,TYPO,生图,general,2,'林'错写成同音字'森里',['同音错写'],,,
TYPO-31d2afc3,玩成语接龙吧,TYPO,游戏,general,2,标准表达无错误用作基线,['基线用例'],,,
TYPO-f6490b1a,继续上局遊戏,TYPO,游戏,general,2,'游'错用繁体'遊',['繁简混用'],,,
TYPO-ef867013,退出当前対战,TYPO,游戏,general,2,'对'错用日式汉字'対',['异体字'],,,
TYPO-6734e93f,今天会下雨嗎,TYPO,闲聊,general,2,'吗'错用繁体'嗎',['繁体残留'],,,
TYPO-8cbfb375,讲个笑話听听,TYPO,闲聊,general,2,'话'错用繁体'話',['繁体残留'],,,
TYPO-959c2c24,你多少岁了,TYPO,闲聊,general,2,标准表达无错误用作基线,['基线用例'],,,
TYPO-34ff9d61,打开 座椅加热,TYPO,车控,general,2,'打开'后误加空格,['空格干扰'],,,
TYPO-b0e3b488,健康小知织,TYPO,健康咨询,general,2,'知识'错写成'知织',['同音错字'],,,
TYPO-87885f0c,疲劳架驶建议,TYPO,健康咨询,general,2,'驾驶'错写成'架驶',['同音替代'],,,
TYPO-365bb380,空气質量咋样,TYPO,车控,general,2,'质量'错用繁体'質',['繁简混用'],,,
TYPO-58bd8421,切歌下一首,TYPO,车控,general,2,标准表达无错误用作基线,['基线用例'],,,
TYPO-5724a04d,导航到虹穚机场,TYPO,车控,general,2,'桥'错写成'穚'形近字,['形近混淆'],,,
TYPO-f9823224,电瓶电压低怎膜办,TYPO,用车问题,general,2,'么'错写成'膜'同音字,['同音替代'],,,
TYPO-78258e62,发動机故障灯亮,TYPO,用车问题,general,2,'动'错用繁体'動',['繁简混用'],,,
TYPO-8fd4a8c8,生成水墨凤景,TYPO,生图,general,2,'风'错写成'凤'同音字,['同音错写'],,,
TYPO-dd3b9275,画个卡通大像,TYPO,生图,general,2,'象'错写成'像'同音字,['同音替代'],,,
TYPO-357863b2,来个成语填空,TYPO,游戏,general,2,标准表达无错误用作基线,['基线用例'],,,
TYPO-40f1a607,退出词迷游戏,TYPO,游戏,general,2,'字谜'错写成'词迷',['同音错写'],,,
TYPO-b34a92bc,现在几奌钟了,TYPO,闲聊,general,2,'点'错用异体'奌',['异体字'],,,
TYPO-02a572e2,你会唱歌吗,TYPO,闲聊,general,2,标准表达无错误用作基线,['基线用例'],,,
TYPO-d6ab2ad8,内循环怎么開,TYPO,车控,general,2,'开'错用繁体'開',['繁体残留'],,,
TYPO-fd0fd3b6,安全带未寄提醒,TYPO,车控,general,2,'系'错写成同音字'寄',['同音替代'],,,
TYPO-f80c4259,玻璃水缺了么,TYPO,用车问题,general,2,标准表达无错误用作基线,['基线用例'],,,
TYPO-84559003,生成国风少呂,TYPO,生图,general,2,'女'错写成'呂'形近字,['形近混淆'],,,
TYPO-c6cbf2d8,画个机甲戰士,TYPO,生图,general,2,'战'错用繁体'戰',['繁简混用'],,,
TYPO-32927d7c,开始知识竟赛,TYPO,游戏,general,2,'竞'错写成'竟'同音字,['同音替代'],,,
TYPO-ec2191ce,你餓了吗,TYPO,闲聊,general,2,'饿'错用繁体'餓',['繁体残留'],,,
CTX-af0282d5,温度调低两度,CTX,climate_control,general,2,续接前轮'调到22度'指令进行参数调整,[],"{'last_intent': 'climate_control', 'params': {'temperature': 22}}",,
CTX-1746992e,副驾也这么设置,CTX,seat_control,general,2,指代前轮主驾座椅调节动作,[],"{'last_intent': 'seat_adjust', 'position': '主驾'}",,
CTX-fc19dd9b,左后轮呢,CTX,tire_status,general,2,指代前轮胎压查询的特定轮胎位置,[],{'last_intent': 'tire_pressure_check'},,
CTX-3ee474aa,用这个风格生成,CTX,image_generation,general,2,指代前轮图片生成时指定的艺术风格,[],{'last_intent': 'art_style_selection'},,
CTX-cb230266,继续刚才的游戏,CTX,game_control,general,2,续接前轮游戏暂停指令的上下文,[],{'last_intent': 'game_pause'},,
CTX-2c093b2d,刚才的建议再说一遍,CTX,health_consult,general,2,指代前轮健康咨询的饮食建议,[],{'last_intent': 'diet_suggestion'},,
CTX-2931294b,换水墨风格,CTX,image_generation,general,2,修改前轮图片生成的艺术风格参数,[],{'last_intent': 'image_generation'},,
CTX-57d4a843,调成内循环,CTX,climate_control,general,2,续接空调温度调节后的模式变更,[],{'last_intent': 'climate_control'},,
