case_id,query,test_type,expected_intent,domain,difficulty,design_logic,tags,context,group_id,step
SLANG-ee24282a,导航声儿太哏儿了调小点,SLANG,语音导航设置,导航,2,'哏儿'使用方言形容声音怪异，增加趣味性,['方言'],,,
SLANG-0d026a79,给整个避开高速的路线,SLANG,路线规划,导航,2,'整个'替代'规划'，'避开高速'直白表达需求,['简写'],,,
SLANG-86ee2c9f,前边儿是不是堵成狗了,SLANG,实时路况,导航,2,'堵成狗'使用网络流行语增强表现力,['网络用语'],,,
SLANG-aaa36bef,周边哪有提款机啊亲,SLANG,周边搜索,导航,2,添加'亲'字模仿电商客服语气,['语气词'],,,
SLANG-7594d7a7,找个能停大车的停车场,SLANG,停车场推荐,导航,2,'大车'替代'货车'更符合口语习惯,['简写'],,,
SLANG-1b90804c,导航语音换个大碴子味的,SLANG,语音导航设置,导航,2,'大碴子味'形象指代东北方言语音包,['方言'],,,
SLANG-b1d5b164,怎么绕开施工路段最快,SLANG,路线规划,导航,2,'绕开'替代'避开'，更强调动作性,['动词替换'],,,
SLANG-9c0354d9,现在路上是不是贼堵,SLANG,实时路况,导航,2,'贼堵'使用程度副词强化表达,['方言'],,,
SLANG-4611adab,找个能买烟的便利店,SLANG,周边搜索,导航,2,'买烟'具体化需求而非说'便利店',['场景化'],,,
SLANG-b3565824,停车场要24小时开的那种,SLANG,停车场推荐,导航,2,'开'替代'营业'，'那种'拖长句式,['口语拖音'],,,
SLANG-3209a861,导航提示太密了整松点,SLANG,语音导航设置,导航,2,'整松点'形象描述调整频率需求,['比喻'],,,
SLANG-e74a1c4a,给整个风景好的路线,SLANG,路线规划,导航,2,'风景好'替代'观光路线'更直白,['简写'],,,
SLANG-76bce7c8,前头事故处理完没啊,SLANG,实时路况,导航,2,'前头'替代'前方'，'处理完没'口语化倒装,['倒装句'],,,
SLANG-b253c95e,哪有卖早餐的地儿现在,SLANG,周边搜索,导航,2,'现在'后置强调时间紧迫性,['时间状语后置'],,,
SLANG-4660dd0e,停车场要带厕所的哈,SLANG,停车场推荐,导航,2,添加'哈'字软化语气,['语气词'],,,
SLANG-59463edb,导航动静整小点儿声,SLANG,语音导航设置,导航,2,'动静'替代'音量'，'整'代替'调整',['方言'],,,
SLANG-2cf074bc,怎么走红绿灯最少捏,SLANG,路线规划,导航,2,添加'捏'字体现南方口音,['方言'],,,
SLANG-a88c003c,这段路现在能蹽不,SLANG,实时路况,导航,2,'蹽'使用东北方言替代'快速通过',['方言'],,,
SLANG-cd3e29fe,找个能修车的地界儿,SLANG,周边搜索,导航,2,'地界儿'老北京话替代'地方',['方言'],,,
SLANG-a2e9fcc0,停车场要露天的啊,SLANG,停车场推荐,导航,2,'啊'字拖长音表达强调,['语气词'],,,
SLANG-2afc99ef,导航动静跟蚊子叫似的,SLANG,语音导航设置,导航,2,比喻句形象描述音量问题,['比喻'],,,
SLANG-a3bb1b80,给整个省油的路子,SLANG,路线规划,导航,2,'路子'替代'路线'体现俚语特征,['俚语'],,,
SLANG-686abe4d,桥那头现在还过不去吗,SLANG,实时路况,导航,2,'桥那头'地域化表达方位,['方位表达'],,,
SLANG-ed957c61,哪有卖烤冷面滴,SLANG,周边搜索,导航,2,'滴'替代'的'模仿特定口音,['方言'],,,
DIALECT-92d794e5,导航去火车站咋走最快,DIALECT,路线规划,导航,2,使用'咋走'体现北方方言疑问方式,['路线询问'],,,
DIALECT-5b97b99e,帮我整条不堵车的路线,DIALECT,路线规划,导航,2,'整条'为北方方言常用动词,['避堵需求'],,,
DIALECT-bec6c3fd,现在路上得劲儿不堵吧,DIALECT,实时路况,导航,2,'得劲儿'为东北方言状态描述,['路况询问'],,,
DIALECT-9488eb04,导航声音太小咯咋弄大点,DIALECT,语音导航设置,导航,2,'咯'为南方方言语气词,['音量调节'],,,
DIALECT-d2901aba,这导航好使不准确吗,DIALECT,语音导航设置,导航,2,'好使'为北方方言功能询问,['准确性确认'],,,
DIALECT-91f9338b,哪有便宜地儿停车啊,DIALECT,停车场推荐,导航,2,'地儿'为北方方言地点指代,['停车场查询'],,,
DIALECT-75785c18,前头忒堵咱绕道吧,DIALECT,实时路况,导航,2,'忒堵'为北方方言程度强调,['绕路建议'],,,
DIALECT-48b3633c,导航先别说话我接电话,DIALECT,语音导航设置,导航,2,使用'说话'替代标准功能词,['静音需求'],,,
DIALECT-130d192e,给我瞅瞅周边加油站,DIALECT,周边搜索,导航,2,'瞅瞅'为方言视觉动作替代查询,['周边检索'],,,
DIALECT-ad9d7b71,这路线带劲儿不费油吧,DIALECT,路线规划,导航,2,'带劲儿'为方言特性询问,['油耗关注'],,,
DIALECT-33a3f955,导航老报错咋回事儿,DIALECT,fallback_intent,导航,2,'老'表示频繁的方言用法,['故障反馈'],,,
DIALECT-4b04f9ad,高速现在好走儿不,DIALECT,实时路况,导航,2,儿化音体现北方口语特征,['路况询问'],,,
DIALECT-b24245b2,最近的充电桩搁哪儿,DIALECT,周边搜索,导航,2,'搁'为北方方言方位介词,['周边检索'],,,
DIALECT-66bd17e9,整条避开收费站的,DIALECT,路线规划,导航,2,重复'整条'强化方言特征,['路线偏好'],,,
DIALECT-65ebc4fb,导航声音撒时候能改,DIALECT,语音导航设置,导航,2,'撒'为南方方言疑问代词,['设置询问'],,,
DIALECT-a51226e5,停车场有撒子优惠没,DIALECT,停车场推荐,导航,2,'撒子'为西南方言疑问词,['停车场查询'],,,
DIALECT-5cf9171d,这路线莫得近道么,DIALECT,路线规划,导航,2,'莫得'为西南方言否定表达,['路线优化'],,,
DIALECT-cea0679a,导航咋整成夜间模式,DIALECT,语音导航设置,导航,2,'咋整'为东北方言操作询问,['模式设置'],,,
DIALECT-794a60af,现在路况噶复杂啊,DIALECT,实时路况,导航,2,'噶'为江浙方言程度副词,['路况感叹'],,,
DIALECT-08ddffca,周边哪有好吃的馆子,DIALECT,周边搜索,导航,2,'馆子'为方言餐饮场所指代,['周边检索'],,,
DIALECT-376cc7f8,语音导航咋搞详细点,DIALECT,语音导航设置,导航,2,'咋搞'为南方方言操作询问,['详细播报'],,,
DIALECT-5cc7df2c,停车场得行提前预约不,DIALECT,停车场推荐,导航,2,'得行'为西南方言可行性确认,['停车场服务'],,,
DIALECT-aa565cd4,这路堵得慌换条呗,DIALECT,实时路况,导航,2,'得慌'为北方方言程度补语,['路线切换'],,,
DIALECT-b671c6cd,导航到机场哪块儿快,DIALECT,路线规划,导航,2,'哪块儿'为北方方言区域询问,['路线比较'],,,
DIALECT-8464b23a,整条不绕远的路线哈,DIALECT,路线规划,导航,2,'哈'为方言语气词软化请求,['路线偏好'],,,
DIALECT-10b15c29,附近贼便宜的停车场,DIALECT,停车场推荐,导航,2,'贼'为北方方言程度副词,['停车场查询'],,,
DIALECT-7b5e1b5c,实时路况管不管用啊,DIALECT,实时路况,导航,2,'管不管用'为方言有效性询问,['功能确认'],,,
DIALECT-f4602d61,导航咋调成简洁播报,DIALECT,语音导航设置,导航,2,'咋调'为方言设置调整询问,['播报模式'],,,
DIALECT-ffe39b7c,商场停车场哪儿哈近,DIALECT,停车场推荐,导航,2,'哪儿哈'为东北方言位置询问,['停车场查询'],,,
DIALECT-34950656,给整个巴适的路线,DIALECT,路线规划,导航,2,'巴适'为四川方言舒适性需求,['路线质量'],,,
DIALECT-4927d3ad,高速封路有么子提示,DIALECT,实时路况,导航,2,'么子'为湖南方言疑问代词,['路况提示'],,,
